QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,skill,b
493,3218,Find missing numbers in a fraction multiplication,231,Multiplying Fractions,B,\( \frac{2}{7} \times ?=1 \),\( \frac{5}{7} \),\( \frac{7}{2} \),\( \frac{2}{7} \),\( 5 \),,,1261.0,,Fractions,0.0
496,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,B,"Which answer shows the following calculation using the correct algebraic convention?
\(
y \times x+b \times 3
\)",\( y x+b 3 \),\( x y+3 b \),\( y+3 b x \),\( 3 b x y \),267.0,,,2098.0,Algebra,0.0
498,3144,Change decimals of hours into minutes,209,Time,A,\( 2.5 \) hours \( =_____ \) minutes,\( 150 \),\( 125 \),\( 250 \),\( 205 \),,767.0,161.0,161.0,,0.0
500,1094,Describe a descending linear sequence in words,1173,Sequences-Others,C,"Which statement correctly describes this sequence?

\[
7,2,-3, \ldots
\]",The first term is \( 7 \) and the term-to-term rule is \( +5 \),The first term is \( 7 \) and the position-to-term rule is \( -5 \),The first term is \( 7 \) and the term-to-term rule is \( -5 \),The first term is \( 12 \) and the position-to-term rule is \( -5 \),1716.0,1411.0,,936.0,,0.0
501,408,Identify equivalent fractions when presented as shapes or objects,226,Equivalent Fractions,C,"By comparing the fraction of the rectangle that is shaded in each diagram, decide which is the odd one out?",![A rectangle with 3/4 shaded in red](),![A rectangle with 6/8 shaded in blue](),![A rectangle with 8/12 shaded in purple](),![A rectangle with 12/16 shaded in orange](),843.0,843.0,,843.0,,0.0
502,1427,Recognise when it is possible to factorise an expression into a double bracket,53,Factorising into a Double Bracket,D,"Jo says when she is factorising \( x^{2}-4 x \) she tries to think of two numbers that multiply together to give \( -4 \) and add together to give \( 0 \)

Paul says when he is factorising \( x^{2}-\frac{4}{25} \) he tries to think of two numbers that multiply together to give \( -\frac{4}{25} \) and add together to give \( \frac{2}{25} \)
Who is correct?",Only Jo,Only Paul,Both Jo and Paul,Neither is correct,1432.0,,,,Quadratics,0.0
505,707,Convert fractions to ratios,334,Writing Ratios,B,"\( \frac{3}{7} \) of a group of students are boys.
What would be a possible ratio of boys to girls?",\( 3: 7 \),\( 3: 4 \),\( 3: 10 \),\( 4: 3 \),1820.0,,326.0,2262.0,,0.0
506,1466,"Solve one-step linear equations requiring multiplication or division, involving positive fractions",64,Linear Equations,B,"Solve the equation:

\(
3 p=\frac{1}{12}
\)",\( p=\frac{1}{4} \),\( p=\frac{1}{36} \),\( p=4 \),\( p=\frac{1}{9} \),1214.0,,,,Algebra,0.0
507,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",33,BIDMAS,C,"\( a, b \) and \( c \) are different numbers
\(
\frac{a}{b+c}=a \div(b+c)
\)
Is the above relationship...",never true,sometimes true,always true,Need more information,1316.0,1316.0,,1316.0,,0.0
508,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,A,Which multiplication will help factorise \( x^{2}+33 x+32 \) ?,\( 1 \times 32 \),\( 2 \times 16 \),\( 4 \times 8 \),none of these,,1535.0,1535.0,,Quadratics,0.0
511,1617,Add algebraic fractions where the denominators are single terms and are not multiples of each other,1078,Adding and Subtracting Algebraic Fractions,D,"Express the following as a single fraction, writing your answer as simply as possible: \( \frac{t}{s}+\frac{2 s}{t} \)",\( \frac{t^{2}+4 s^{2}}{s t} \),\( \frac{t+2 s}{s+t} \),\( \frac{2 s t}{s+t} \),\( \frac{t^{2}+2 s^{2}}{s t} \),32.0,217.0,1048.0,,,0.0
512,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,B,Which of the following pairs of function machines are correct?,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""+ 3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""3 + 2p"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""✕ 2"" written inside the next rectangle, ""+ 3""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(3 + p)"" written inside it.]()","![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""+ 3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""3 + 2p"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""+ 3"" written inside the next rectangle, ""✕ 2""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(3 + p)"" written inside it.]()","![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""+ 3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""3 + 2p"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""✕ 2"" written inside the next rectangle, ""+ 3""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(3 + p)"" written inside it.]()","![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""+ 3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""3 + 2p"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""+ 3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(3 + p)"" written inside it.]()",77.0,,77.0,77.0,,0.0
516,929,Work out the equation of a line when given a positive gradient and a point on the line,259,Finding the Equation of a Line,C,"A line has a gradient of \( 2 \) and passes through the point \( (1,1) \) 
The equation of this line could be...",\( y=2 x+1 \),\( y=x+2 \),\( y=2 x-1 \),\( y=2 x \),1108.0,,,,Graphs & Coordinates,0.0
517,867,Add amounts of money together to make a total between £1 and £10,41,Basic Money,B,"Sunita wants to buy a sandwich and a tea.

How much money will she need? Joe's Café
Sandwich \( £3.25 \)
Pasty \( £ 2.99 \)
Cake \( £ 2.25 \)
Soup \( £ 3.19 \)
Tea \( £ 1.55 \)
Coffee \( £ 1.95 \)
Orange \( 89\)p",£5.70,£4.80,£5.80,£4.70,1533.0,,,1383.0,,0.0
519,1426,Factorise a single bracket containing a non-linear expression by taking out a common factor involving numeric and algebraic components (e.g. 5a),52,Factorising into a Single Bracket,B,"When this expression is fully factorised, what is left inside the brackets? \( 24 a b c^{2}-16 b^{2} c \equiv 8 b c(\square) \)",\( 8 a b c \),\( 3 a c-2 b \),\( 3 a c \),\( 3 a-2 \),,,220.0,577.0,,0.0
520,302,Add decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,A,\( 0.15+0.2= \),\( 0.35 \),\( 0.17 \),\( 0.37 \),\( 0.152 \),,1730.0,,1730.0,,0.0
522,3066,Convert from minutes to hours,209,Time,C,\( 5 \) hours \( +500 \) minutes \( = \),\( 10 \) hours,\( 8 \) hours and \( 20 \) minutes,\( 13 \) hours and \( 20 \) minutes,\( 13 \) hours and \( 33 \) minutes,161.0,,,161.0,,0.0
523,1506,Express a linear equation as a function machine,649,Function Machines,D,"Which function matches the equation
\[
y=5(x+1) ?
\]","![A function machine which has 4 parts joined by arrows pointing from left to right. ""y"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to ""𝑥""]()","![A function machine which has 4 parts joined by arrows pointing from left to right. ""𝑥"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to ""y""]()","![A function machine which has 4 parts joined by arrows pointing from left to right. ""y"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to ""𝑥""]()","![A function machine which has 4 parts joined by arrows pointing from left to right. ""𝑥"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to ""y""]()",,2488.0,940.0,,,0.0
524,3407,Identify pairs of numbers that satisfy an equation with two unknowns ,67,Substitution into Formula,C,\( x+y=20 \) Which pair of numbers fits the equation?,\( \begin{array}{c}x=10 \\ y=2\end{array} \),\( \begin{array}{l}x=10 \\ y=-2\end{array} \),\( \begin{array}{c}x=8 \\ y=12\end{array} \),\( \begin{array}{l}x=-8 \\ y=12\end{array} \),2487.0,2230.0,,2230.0,,0.0
525,429,Add fractions involving mixed number fractions with different denominators,230,Adding and Subtracting Fractions,B,\( 2 \frac{7}{10}+2 \frac{1}{4}= \) Leave your answer as a mixed number,\( \frac{99}{20} \),\( 4 \frac{19}{20} \),\( \frac{99}{40} \),\( 4 \frac{8}{14} \),687.0,,217.0,907.0,Fractions,0.0
528,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,C,Which multiplication will help factorise \( x^{2}+13 x+30 \) ?,\( 1 \times 30 \),\( 2 \times 15 \),\( 3 \times 10 \),\( 5 \times 6 \),1535.0,1535.0,,1535.0,Quadratics,0.0
529,414,Order fractions whose denominators are multiples of the same number ,228,Ordering Fractions,C,Which option shows the fractions in order from smallest to largest?,\( \begin{array}{llll}\frac{3}{4} & \frac{1}{2} & \frac{2}{6} & \frac{1}{12}\end{array} \),\( \begin{array}{llll}\frac{1}{2} & \frac{3}{4} & \frac{2}{6} & \frac{1}{12}\end{array} \),\( \frac{1}{12} \quad \frac{2}{6} \quad \frac{1}{2} \quad \frac{3}{4} \),\( \begin{array}{llll}\frac{1}{2} & \frac{1}{12} & \frac{2}{6} & \frac{3}{4}\end{array} \),2212.0,296.0,,1667.0,,0.0
530,2759,Calculate the median as an average from an odd numbered list of data,102,"Averages (mean, median, mode) from a List of Data",C,"What is the median of the following numbers?
\[
3,5,6,18,18
\]",\( 10 \),\( 12 \),\( 6 \),\( 18 \),732.0,461.0,,2198.0,Statistics,1.0
531,342,Identify multiples of a number,220,Multiples and Lowest Common Multiple,D,"If you list the multiples of \( 15 \) in ascending order, what is the \( 5^{\text {th }} \) number in the list?",\( 60 \),\( 45 \),\( 90 \),\( 75 \),,,1595.0,,,0.0
532,3085,Can calculate missing coordinates in a geometric shape,406,Naming Co-ordinates in 2D,C,"Here are \( 3 \) vertices of a rectangle:
\((0,3),(4,-1),(2,-3),\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?","\( (0,1) \)","\( (4,1) \)","\( (-2,1) \)","\( (-2,-3) \)",2464.0,2464.0,,2464.0,,0.0
533,1627,Multiply algebraic fractions where the numerators and denominators are all single terms,1079,Multiplying and Dividing Algebraic Fractions,A,"Write this as a single fraction as simply as possible:

\(
\frac{5}{x} \times \frac{2 y}{x^{2}}
\)",\( \frac{10 y}{x^{3}} \),\( \frac{5 x+10 y}{x^{2}} \),\( \frac{10 y}{3 x} \),\( \frac{10 x y}{x^{2}} \),,1549.0,438.0,,,0.0
534,1448,Subtract two equations together to remove a variable ,63,Simultaneous Equations,D,"Isaac is trying to solve the pair of simultaneous equations on the right.

\[
6 g+h=12
\]
\[
6 g-3 h=-3
\]

He decides to subtract the bottom equation from the top equation.
What will he end up with?",\( -2 h=9 \),\( -2 h=15 \),\( 4 h=9 \),\( 4 h=15 \),2566.0,2566.0,2566.0,,,0.0
535,437,Subtract fractions involving mixed number fractions with different denominators,230,Adding and Subtracting Fractions,C,\( 3 \frac{4}{7}-1 \frac{3}{4}= \) Leave your answer as a mixed number,\( 2 \frac{5}{28} \),\( 2 \frac{1}{3} \),\( 1 \frac{23}{28} \),\( \frac{51}{28} \),2119.0,,,687.0,Fractions,0.0
536,3340,Compare the lengths of diagonal line segments without calculating the exact length,406,Naming Co-ordinates in 2D,A,"Tom and Katie are arguing about distance and coordinates. 

Tom says \( (3,-2) \) and \( (2,-3) \) are equidistant from the origin. 
Katie says \( (4,1) \) and \( (7,-2) \) are equidistant from the origin. 

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,1602.0,,1488.0,,0.0
537,3215,Round numbers to an appropriate degree to estimate the answer to a calculation,216,Estimation,A,"Without working out the exact answer, use estimation to decide which of the following answer is the most likely to be correct \( 505 \div 198 \)",\( 2.5505 \ldots \),\( 2.243 \ldots \),\( 5.136 \ldots \),\( 3.1101 \ldots \),,2392.0,2392.0,1157.0,,0.0
539,2598,"Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape",197,Volume and Capacity Units,A,"A regular octagon has a total perimeter of \( 12 \mathrm{~cm} \).
What is the length of each of its sides?",\( 1.5 \mathrm{~cm} \),\( 4 \mathrm{~cm} \),\( 96 \mathrm{~cm} \),Not enough information,,1815.0,545.0,255.0,,0.0
540,849,Round the elements of a calculation to one significant figure to perform an estimation,216,Estimation,D,"Estimate the value of
\(
\frac{3.24 \times 17.6}{0.224}
\)",\( 10.8 \),\( 12 \),\( 270 \),\( 300 \),1809.0,2542.0,1705.0,,,0.0
541,419,Use inequality notation to order fractions whose denominators are not multiples of the same number ,228,Ordering Fractions,B,"What sign would make this statement true?
\(
\frac{5}{9} ? \frac{7}{12}
\)",\( > \),\( < \),\( = \),\( \approx \),1880.0,,,,,0.0
542,1261,Recognise and name an expression,70,Writing Expressions,B,Which of the following is the most appropriate word to describe: \( 6-3 g \),Variable,Expression,Equation,Term,2209.0,,1834.0,661.0,Algebra,0.0
545,2211,Tell the time from a 24 hour digital clock with times after half past the hour,209,Time,D,Which clock shows ten to twelve at night?,10:12,\( 12: 50 \),00:50,\( 23: 50 \),1902.0,685.0,685.0,,,0.0
547,1430,Factorise a quadratic expression in the form x² + bx - c,53,Factorising into a Double Bracket,D,"If
\(
m^{2}+5 m-14 \equiv(m+a)(m+b)
\)
then \( a \times b= \)",\( 5 \),\( -5 \),\( 14 \),\( -14 \),1606.0,,2479.0,,Quadratics,0.0
548,579,Express one quantity as a percentage of another mentally,233,Percentages of an Amount,C,What is \( 60 \mathrm{~m} \) as a percentage of \( 2 \mathrm{~km} \) ?,\( 333 \% \),\( 30 \% \),\( 3 \% \),\( 60 \% \),2191.0,2132.0,,2039.0,,0.0
550,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,C,"Tom and Katie are discussing the order of operations
Tom says: \( 3+2-1 \equiv 3-1+2 \)
Katie says: \( 3+2 \times 1 \equiv 2 \times 1+3 \)","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,328.0,1507.0,,,,0.0
552,1488,Solve quadratic equations using factorisation in the form (x + a)(x + b) ,65,Quadratic Equations,D,"One of these equations has exactly one solution.
Which is it?",\( t^{2}-16=0 \),\( t^{2}-16 t=0 \),\( t^{2}-8 t-16=0 \),\( t^{2}-8 t+16=0 \),547.0,,,,Quadratics,0.0
553,3218,Find missing numbers in a fraction multiplication,232,Dividing Fractions,B,"Barry has two fraction cards.
\( \frac{3}{7} \quad \square\)
The product of the cards is \( \frac{2}{5} \) What is the other card?",\( \frac{29}{35} \),\( \frac{14}{15} \),\( \frac{1}{35} \),\( \frac{6}{35} \),1128.0,,1128.0,1128.0,Fractions,0.0
555,2580,"Given the area of a square, calculate a missing dimension",246,"Square Roots, Cube Roots, etc",A,A square has an area \( 36 \mathrm{~mm}^{2} \) What is the length of one side of the square?,\( 6 \mathrm{~mm} \),\( 1296 \mathrm{~mm} \),\( 18 \mathrm{~mm} \),\( 9 \mathrm{~mm} \),,,734.0,1678.0,,0.0
558,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,A,"Simplify the following, if possible: \( \frac{t^{2}+t-2}{t-1} \)",\( t+2 \),\( t-1 \),\( t-2 \),Does not simplify,,1755.0,1755.0,167.0,,0.0
559,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",84,Properties of Polygons,A,An equilateral shape must have...,All sides equal,All sides and all angles equal,A right angle,All angles equal,,527.0,527.0,527.0,,0.0
560,700,"Given information about one part, work out other parts",241,Sharing in a Ratio,D,"Jess and Heena share some sweets in the ratio \( 3\;: 5 \).
Jess gets \( 15 \) sweets.
How many sweets does Heena get?",\( 17 \),\( 9 \),\( 5 \),\( 25 \),2356.0,,,,Ratio & Proportion,1.0
561,1320,Identify vertical translations in the form f(x) = for non-trigonometric functions,164,Transformations of functions in the form f(x),A,"What transformation maps the graph of
\(y=f(x)\)
to the graph of
\(y=f(x)+1\)","Translation by vector
\(\left[\begin{array}{l}
0 \\
1
\end{array}\right]\)","Translation by vector
\(\left[\begin{array}{l}
0 \\
-1
\end{array}\right]\)","Translation by vector
\(\left[\begin{array}{l}
1 \\
0
\end{array}\right]\)","Translation by vector
\(\left[\begin{array}{l}
-1 \\
0
\end{array}\right]\)",,2380.0,1312.0,362.0,,0.0
563,1522,Rearrange formulae to change the subject where the subject appears once and two steps are needed,60,Rearranging Formula and Equations,A,"Rearrange the following equation to make \( r \) the subject
\[
p=3 r-5
\]",\( r=\frac{p+5}{3} \),\( r=p+5 \div 3 \),\( r=\frac{p-5}{3} \),\( r=p-5 \div 3 \),,2586.0,1971.0,,,0.0
564,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,C,Multiply out the brackets: \( -5(m-7) \),\( 5 m+35 \),\( -5 m-35 \),\( -5 m+35 \),\( 5 m-35 \),974.0,1597.0,,,Algebra,0.0
565,513,Raise an integer to a positive non-unit fraction power,247,Laws of Indices,A,\( (16)^{\frac{5}{2}}=? \),\( 1024 \),\( \frac{80}{32} \),\( 20 \),\( 40 \),,,823.0,1072.0,Indices & Surds,0.0
566,1523,Rearrange formulae to change the subject where the subject appears once and three or more steps are needed,60,Rearranging Formula and Equations,A,"Tom and Katie are discussing rearranging \( p=\sqrt{5-q} \) to make \( q \) the subject Tom says a correct first line of working could be: \( p^{2}=5-q \) Katie says a correct first line of working could be: \( p+\sqrt{q}=\sqrt{5} \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,483.0,483.0,,,0.0
568,400,Calculate unit fractions of an amount,225,Fractions of an Amount,B,\( \frac{1}{7} \) of \( 56= \),\( 7 \),\( 8 \),\( 9 \),\( 49 \),,,,2154.0,,0.0
571,210,"Round integers to the nearest other integer value (e.g. 20, 50 etc)",213,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( 646 \) rounded to the nearest \( 20 \) ?,\( 650 \),\( 620 \),\( 640 \),\( 600 \),1861.0,,,1163.0,,0.0
572,210,"Round integers to the nearest other integer value (e.g. 20, 50 etc)",213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 623 \) rounded to the nearest \( 50 \) ?,\( 600 \),\( 700 \),\( 620 \),\( 650 \),,2392.0,1248.0,1988.0,,0.0
573,963,Identify perpendicular lines written in any other form,263,Perpendicular Lines,A,"Which of the following lines is perpendicular to
\(y=5 \text { ? }\)",\( x=-27 \),\( y=-5 \),\( y=\frac{1}{5} \),\( y=-\frac{1}{5} \),,,,2214.0,,0.0
574,2456,Identify the net of a non-prism,85,Nets,A,Which diagram is the net for a square based pyramid?,![Net showing a square and four triangles](),![Net showing a square and four rectangles](),![Net showing two squares and four rectangles](),![Net showing three squares and two triangles](),,690.0,690.0,690.0,,0.0
576,217,Round numbers to one decimal place,214,Rounding to Decimal Places,D,"\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?",\( 34590.8 \),\( 30000 \),\( 34591.9 \),\( 34590.9 \),1379.0,2392.0,1675.0,,,0.0
577,328,Identify rational and irrational numbers,1082,Recurring Decimals to Fractions,D,"Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)",\( \pi \),\( \frac{1}{\pi} \),Both,Neither,2537.0,2537.0,2537.0,,,0.0
578,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,D,"Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)",\( (p+2)(p+1) \),\( (p+3)(p+1) \),\( (p+3)(p-1) \),Does not factorise,2256.0,1535.0,418.0,,Quadratics,0.0
580,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,C,"Tom and Katie are discussing ways to calculate \( 59 \times 4 \) mentally
Tom doubles \( 59 \) and then doubles the answer
Katie does \( 60 \times 4 \) and then subtracts \( 4 \) from the answer
Who would get the correct answer?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,1066.0,1534.0,,,,0.0
581,471,Recognise cube numbers,173,Other Sequences,C,"\[
1,8,27,64, \ldots
\]

What is the name given to this sequence of numbers?",The square numbers,The odd numbers,The cube numbers,The triangular numbers,478.0,421.0,,2489.0,,0.0
582,1440,Complete the square for expressions that end up in the form a(x + b)² + c,256,Completing the Square,A,"When Aaron completes the square, what should replace the triangle?
\(
3 g^{2}-18 g-7 \equiv 3(g-3)^{2} \triangle
\)",\( \triangle=-34 \),\( \triangle=-16 \),\( \triangle=-25 \),\( \triangle=-88 \),,2131.0,2316.0,2114.0,Quadratics,1.0
583,2031,Convert between m and mm,195,Length Units,A,\( 4 m \) is the same as ___ \( mm \),\( 4000 \),\( 40000 \),\( 40 \),\( 400 \),,1870.0,,,,0.0
585,1453,Solve linear simultaneous equations requiring a scaling of one expression,63,Simultaneous Equations,A,"What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]",\( \begin{array}{l}x=2 \\ y=-1\end{array} \),\( \begin{array}{l}x=3 \\ y=-5\end{array} \),\( \begin{array}{l}x=0.6 \\ y=4.6\end{array} \),\( \begin{array}{l}x=10 \\ y=-33\end{array} \),,512.0,512.0,512.0,,0.0
586,722,Write a surd in the form √a in a simplified form,248,Simplifying Surds,C,Simplify \( \sqrt{48} \) as much as possible,\( 16 \sqrt{3} \),\( 4 \sqrt{12} \),\( 4 \sqrt{3} \),\( 2 \sqrt{12} \),2384.0,,,2020.0,Indices & Surds,0.0
587,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,D,"Problem P: \( 6 \div 3+5= \)
Problem Q: \( 6 \div 3 \times 5= \)

Which calculation should you do first in each problem?","Problem P: \( 3+5 \)
Problem Q: \( 3 \times 5 \)","Problem P: \( 3+5 \)
Problem Q: \( 6 \div 3 \)","Problem P: \( 6 \div 3 \)
Problem Q: \( 3 \times 5 \)","Problem P: \( 6 \div 3 \)
Problem Q: \( 6 \div 3 \)",706.0,15.0,2306.0,,,0.0
588,3144,Change decimals of hours into minutes,209,Time,A,\( 0.2 \) hours \( = _______ \) minutes,\( 12 \),\( 20 \),\( 2 \),\( 120 \),,161.0,767.0,,,0.0
590,3339,Identify mathematical instruments and their functions,190,Construct Angle,B,What is the name of the mathematical instrument used to construct circles?,Callipers,Compass,Protractor,Slide rule,295.0,,295.0,295.0,,0.0
595,575,Calculate percentage of an amount mentally where the percent is a multiple of 10,233,Percentages of an Amount,D,Find \( 20 \% \) of \( 80 \),\( 8 \),\( 20 \),\( 96 \),\( 16 \),2112.0,2039.0,247.0,,,0.0
596,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,B,Write the following as simply as possible: \( \frac{q^{2}+q-12}{q^{2}-2 q-3} \),\( \frac{q-4}{q-1} \),\( \frac{q+4}{q+1} \),\( \frac{q-4}{-2 q-1} \),\( 4 \),1535.0,,143.0,,,0.0
597,446,Divide proper fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,B,"Calculate
\(
\frac{1}{6} \div 3
\)",\( 2 \),\( \frac{1}{18} \),\( 18 \),\( \frac{1}{2} \),1152.0,,2359.0,1156.0,Fractions,0.0
598,381,Convert decimals less than 1 with 2 decimal place to percentages,239,Converting between Decimals and Percentages,D,Write \( 0.15 \) as a percentage.,\( 0.15 \% \),\( \frac{15}{100} \),\( 1.5 \% \),\( 15 \% \),1965.0,,61.0,,,0.0
600,1442,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",63,Simultaneous Equations,C,"Chris orders \( 2 \) cups of tea and a cake, and his bill comes to £1.40

Amy orders \( 4 \) cups of tea and a cake, and her bill comes to £2.20.

How much does one cup of tea cost?",\( 80 p \),\( 60 p \),\( 40 p \),\( 55 p \),1417.0,,,512.0,,0.0
602,401,Calculate non-unit fractions of an amount,225,Fractions of an Amount,D,\( \frac{3}{5} \) of \( 30= \),\( 6 \),\( 50 \),\( 12 \),\( 18 \),1057.0,2199.0,,,,0.0
604,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,D,\( 0.4^{2}= \),\( 0.08 \),\( 0.8 \),\( 1.6 \),\( 0.16 \),,2316.0,2481.0,,,0.0
607,575,Calculate percentage of an amount mentally where the percent is a multiple of 10,233,Percentages of an Amount,B,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 40 \% \) you divide by \( 100 \) and multiply by \( 4 \). 
Katie says to find \( 40 \% \) you divide by \( 5 \) and multiply by \( 2 \).
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,308.0,,308.0,376.0,,0.0
609,2239,Convert between any other time periods,209,Time,D,To work out how many hours in a year you could do...,\( 365 \times 7 \),\( 365 \times 60 \),\( 365 \times 12 \),\( 365 \times 24 \),2081.0,2401.0,443.0,,,0.0
610,1490,Solve quadratic equations using completing the square in the form (x + q)² + r ,65,Quadratic Equations,A,"One of these equations has no real solutions
Which is it?",\( (w+5)^{2}+25=0 \),\( (w+5)^{2}-25=0 \),\( (w+5)^{2}-5=0 \),\( (w+5)^{2}=0 \),,,922.0,1494.0,Quadratics,1.0
611,440,Multiply proper fractions in the form: Fraction × Integer,231,Multiplying Fractions,A,\( \frac{2}{7} \times 3=3 \div K \times L \),\( \begin{array}{l}K=7 \\ L=2\end{array} \),\( \begin{array}{l}K=2 \\ L=7\end{array} \),\( \begin{array}{l}K=7 \\ L=7\end{array} \),Not possible,,78.0,,1207.0,Fractions,1.0
613,704,Represent written scenarios as ratios,334,Writing Ratios,D,"For every \( 2 \) marbles Karen has, Marty has \( 3 \).
Write the number of marbles Karen and Marty have as a ratio, with Karen's part first.",\( 3\; : 2 \),\( 2\; : 3\; : 5 \),\( 2\; : 5 \),\( 2\; : 3 \),105.0,942.0,2208.0,,,0.0
615,699,"Given information about one part, work out the whole",241,Sharing in a Ratio,C,"The ratio of cars to vans in a car park is \( 5: 3 \)

If there are \( 80 \) cars, how many vehicles (cars and vans) are there in total?",\( 83 \),\( 48 \),\( 128 \),\( 110 \),806.0,,,,Ratio & Proportion,1.0
618,373,Convert fractions to percentages containing 1 decimal place,238,Converting between Fractions and Percentages,A,What is \( \frac{13}{40} \) written as a percentage?,\( 32.5 \% \),\( 13 \% \),\( 26 \% \),\( 52 \% \),,800.0,2361.0,2361.0,,0.0
619,336,Recognise when to find a factor to solve a problem,219,Factors and Highest Common Factor,D,"A Zumba teacher wants to split her group of \( 60 \) clients into equal sized classes.
To do this she needs to know the _________ of \( 60 \)
Which word best fills in the gap?",Remainders,Fractions,Multiples,Factors,2292.0,2292.0,710.0,,,0.0
621,2253,Solve problems involving adding a period of time on to a given start time,209,Time,D,"A coach takes \( 3 \) hours \( 50 \) minutes to complete a journey from Manchester to London.

If the coach leaves Manchester at 09:25, what time does it arrive in London?",\( 13: 25 \),\( 12: 75 \),01:15,\( 13: 15 \),,1013.0,581.0,,,0.0
